City,Location,Carpet Area,Built-up Area,Super Built-up Area,BHK,Bathrooms,Balcony,Parking,Floor,Total Floors,Property Age,Facing,Property Type,Furnishing,Power Backup,Lift,Security,Swimming Pool,Gym,Garden,Nearby Metro,Nearby Hospital,Nearby School,Nearby Mall,Road Width,Corner Property,East Facing,Latitude,Longitude,Price
Chennai,OMR,1521,1825,2281,4,4,2,1,1,1,15,North,Villa,Unfurnished,1,0,1,1,0,1,0,1,0,1,20,0,0,13.0256,80.2964,16426056
Guntur,Gorantla,1669,2002,2502,4,5,2,0,7,10,23,East,Builder Floor,Unfurnished,1,1,0,0,1,0,0,0,1,1,60,0,1,16.2501,80.4108,8040151
Bangalore,Electronic City,1235,1482,1852,3,3,2,1,28,40,9,North,Builder Floor,Unfurnished,1,1,0,0,1,0,1,1,1,1,30,0,0,13.0799,77.6263,12065995
Eluru,Eluru Bypass,396,475,593,1,1,1,1,1,4,7,North,Apartment,Semi-Furnished,1,0,1,0,0,1,1,1,1,1,40,0,0,16.7377,81.1111,2200748
Delhi,Rohini,489,586,732,1,1,1,0,12,20,9,North,Apartment,Unfurnished,1,1,1,1,1,0,0,1,1,0,30,0,0,28.5179,77.1651,7496195
Pune,Baner,775,930,1162,2,3,2,1,13,30,18,North,Apartment,Semi-Furnished,1,0,1,0,1,0,1,1,0,1,40,0,0,18.498,73.8553,7562686
Kurnool,C-Camp,727,872,1090,2,2,0,0,7,7,23,North,Apartment,Fully Furnished,0,0,1,0,0,0,0,1,1,0,60,0,0,15.7508,77.9861,5032907
Eluru,Powerpet,1618,1941,2426,4,4,1,0,3,4,4,East,Apartment,Fully Furnished,1,1,1,0,0,1,0,1,1,1,40,0,1,16.6739,81.0967,10850592
Kadapa,Ravindra Nagar,571,685,856,1,1,1,0,8,15,11,North,Apartment,Fully Furnished,1,0,1,1,1,0,1,0,1,0,40,0,0,14.4087,78.8091,3698172
Jaipur,Malviya Nagar,1685,2022,2527,4,3,3,0,7,30,2,West,Builder Floor,Semi-Furnished,1,1,0,0,1,1,1,0,1,1,80,1,0,26.863,75.691,21406648
Delhi,South Delhi,1301,1561,1951,3,3,0,1,6,7,4,South,Apartment,Unfurnished,0,1,1,0,0,1,1,0,1,1,30,0,0,28.5541,77.1833,50199330
Vizianagaram,Balaji Nagar,2090,2508,3135,5,5,2,0,1,3,25,North,Villa,Semi-Furnished,1,0,1,1,0,0,1,1,1,1,20,0,0,18.0296,83.3739,14670266
Vizianagaram,KL Puram,985,1182,1477,2,2,1,1,3,4,18,East,Apartment,Unfurnished,0,0,0,0,0,1,1,0,1,0,80,0,1,18.111,83.4181,3968081
Vijayawada,Gollapudi,411,493,616,1,1,2,0,3,4,17,West,Builder Floor,Semi-Furnished,1,0,1,0,0,1,0,1,1,0,60,0,0,16.4983,80.6312,2414567
Eluru,Vatluru,732,878,1097,2,2,2,2,6,7,16,East,Apartment,Semi-Furnished,0,0,1,0,0,0,1,1,1,1,40,0,1,16.7991,81.1214,2654730
Mumbai,Borivali,859,1030,1287,2,2,1,0,4,7,8,South,Apartment,Fully Furnished,1,1,0,0,0,1,0,0,1,0,20,0,0,19.1154,72.8666,30544225
Ahmedabad,Bopal,361,433,541,1,1,0,0,6,7,12,East,Apartment,Fully Furnished,0,1,1,0,0,0,1,1,1,0,30,1,1,22.9987,72.5597,2852401
Rajahmundry,Innespeta,1167,1400,1750,3,3,0,1,2,2,12,North,Villa,Semi-Furnished,0,0,1,1,0,1,1,1,1,0,30,0,0,16.9901,81.8234,11304604
Jaipur,Vaishali Nagar,972,1166,1457,2,2,1,0,1,7,12,North,Apartment,Unfurnished,1,1,1,0,0,1,1,1,0,1,30,1,0,26.8404,75.8626,7358092
Visakhapatnam,Seethammadhara,833,999,1248,2,3,0,1,1,4,9,South,Builder Floor,Semi-Furnished,1,0,1,0,0,1,1,1,1,1,40,0,0,17.6256,83.1608,13135835
Kurnool,C-Camp,771,925,1156,2,2,1,1,9,10,11,North,Apartment,Semi-Furnished,1,1,1,0,1,1,1,1,1,0,40,0,0,15.803,78.124,6194296
Delhi,Noida,540,648,810,1,1,1,0,1,10,10,East,Apartment,Semi-Furnished,1,1,1,0,0,1,1,1,1,1,40,0,1,28.6425,77.2686,7782326
Eluru,Sanivarapupeta,432,518,647,1,2,1,0,1,30,14,West,Apartment,Semi-Furnished,1,1,1,0,1,0,1,1,1,1,40,0,0,16.6997,81.0708,1994066
Chennai,T Nagar,1166,1399,1748,3,3,1,2,12,30,13,South,Penthouse,Semi-Furnished,1,1,1,0,1,0,0,1,1,1,80,0,0,13.0861,80.3303,38093327
Mumbai,Andheri,1689,2026,2532,4,4,2,1,1,1,16,West,Villa,Semi-Furnished,1,0,0,0,0,0,0,1,1,0,20,0,0,19.0498,72.8641,84222300
Ahmedabad,SG Highway,334,400,500,1,1,2,1,6,15,9,West,Apartment,Fully Furnished,1,0,0,0,1,1,1,1,0,1,60,0,0,22.9818,72.5311,3223833
Nellore,Harnathapuram,1312,1574,1967,3,2,2,0,10,10,0,West,Apartment,Semi-Furnished,1,1,1,0,1,0,0,1,0,0,60,1,0,14.5929,79.9582,13692565
Kurnool,Nandyal Road,1388,1665,2081,3,3,0,1,3,3,1,North,Villa,Unfurnished,1,0,0,0,0,1,1,1,1,1,20,0,0,15.7932,77.9444,12141900
Vizianagaram,Balaji Nagar,793,951,1188,2,2,0,2,5,15,16,West,Builder Floor,Fully Furnished,0,1,1,0,0,1,1,1,1,1,30,0,0,18.1158,83.3959,4738306
Bangalore,Electronic City,1246,1495,1868,3,3,2,1,7,15,2,North,Builder Floor,Unfurnished,1,1,0,0,1,1,1,1,1,0,30,0,0,12.9839,77.6375,12449759
Eluru,Vatluru,806,967,1208,2,2,0,2,7,10,4,North,Apartment,Fully Furnished,1,0,1,0,0,1,1,1,1,1,30,1,0,16.6363,81.1296,3794207
Kolkata,Tollygunge,1272,1526,1907,3,4,2,2,1,1,21,North,Villa,Fully Furnished,1,0,1,1,0,0,0,1,0,1,40,0,0,22.4948,88.4067,15300521
Rajahmundry,Morampudi,1338,1605,2006,3,4,0,2,10,20,13,North,Apartment,Unfurnished,0,1,1,0,1,1,0,1,1,1,20,1,0,16.9734,81.7744,8610573
Jaipur,C-Scheme,944,1132,1415,2,2,1,0,1,7,21,North,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,0,30,0,0,26.8581,75.7864,11974154
Delhi,South Delhi,573,687,858,1,1,2,0,2,10,22,North,Builder Floor,Semi-Furnished,1,1,1,0,0,1,0,1,1,1,20,0,0,28.5735,77.2245,19384295
Vizianagaram,Balaji Nagar,430,516,645,1,1,1,1,20,40,13,East,Apartment,Fully Furnished,1,1,1,0,0,1,1,1,1,0,30,0,1,18.0969,83.3477,2790662
Delhi,Noida,386,463,578,1,1,1,1,4,4,12,West,Apartment,Semi-Furnished,1,1,1,0,0,0,0,1,1,1,60,0,0,28.6553,77.0617,5033048
Rajahmundry,Ramanayyapeta,967,1160,1450,2,1,2,0,6,7,16,North,Apartment,Semi-Furnished,1,1,1,0,0,1,1,1,0,0,20,0,0,16.9519,81.7573,4361670
Visakhapatnam,Gajuwaka,509,610,762,1,1,2,2,1,4,24,South,Builder Floor,Unfurnished,1,1,1,0,0,1,0,1,1,0,20,0,0,17.7608,83.1843,3478091
Kurnool,Joharapuram,802,962,1202,2,2,1,1,8,40,25,East,Apartment,Semi-Furnished,1,1,1,1,1,1,1,1,1,1,30,0,1,15.8417,78.0222,3649880
Ahmedabad,SG Highway,2122,2546,3182,5,5,2,1,7,7,17,South,Apartment,Fully Furnished,1,1,0,0,0,0,1,1,1,1,40,0,0,23.0635,72.5203,17630895
Pune,Kothrud,1221,1465,1831,3,3,2,2,3,4,14,East,Apartment,Semi-Furnished,1,1,0,0,0,1,1,1,1,0,30,1,1,18.5132,73.8524,15841396
Hyderabad,Secunderabad,1162,1394,1742,3,3,1,0,12,30,11,West,Apartment,Fully Furnished,0,0,1,0,0,0,0,1,1,1,40,0,0,17.4333,78.5162,10919651
Guntur,Gorantla,858,1029,1286,2,2,0,0,2,4,1,West,Apartment,Fully Furnished,1,1,1,0,0,1,0,0,1,0,60,0,0,16.3331,80.3846,5498056
Jaipur,C-Scheme,764,916,1145,2,2,0,0,2,3,18,North,Villa,Semi-Furnished,1,0,1,0,0,1,1,1,1,1,40,1,0,26.9247,75.7845,13898292
Kadapa,Yerramukkapalli,325,390,487,1,1,1,0,6,10,1,North,Apartment,Unfurnished,1,0,0,0,0,0,1,1,1,0,40,0,0,14.4944,78.7427,2077029
Visakhapatnam,Rushikonda,356,427,533,1,1,2,1,6,7,2,West,Apartment,Unfurnished,1,1,1,0,0,1,1,1,1,1,30,0,0,17.6898,83.1952,5181579
Kadapa,Ravindra Nagar,1235,1482,1852,3,3,2,1,6,20,19,West,Apartment,Semi-Furnished,1,0,0,0,1,1,1,1,1,0,30,0,0,14.3867,78.7937,6219791
Visakhapatnam,Rushikonda,1305,1566,1957,3,2,1,0,9,10,1,North,Penthouse,Semi-Furnished,1,1,1,0,0,1,0,1,1,0,30,0,0,17.6807,83.1951,23671286
Hyderabad,Secunderabad,1137,1364,1705,3,2,2,0,4,7,0,West,Apartment,Semi-Furnished,1,0,1,0,0,0,1,1,1,0,20,0,0,17.4092,78.488,11583621
Vijayawada,Moghalrajpuram,2096,2515,3143,5,5,2,2,8,10,20,North,Builder Floor,Fully Furnished,1,1,1,0,1,1,0,1,1,1,20,0,0,16.5886,80.6054,27711121
Hyderabad,Jubilee Hills,877,1052,1315,2,1,1,1,2,10,7,South,Apartment,Semi-Furnished,0,0,1,0,0,1,0,0,1,1,80,1,0,17.3782,78.4682,22038852
Jaipur,Mansarovar,787,944,1180,2,2,2,1,9,10,10,South,Builder Floor,Semi-Furnished,1,1,1,0,0,1,0,1,1,1,40,0,0,26.8529,75.7653,5939739
Kolkata,New Town,580,696,870,1,2,3,1,10,15,24,West,Apartment,Fully Furnished,1,1,1,0,0,1,0,1,1,1,30,1,0,22.5864,88.2909,6493388
Lucknow,Charbagh,500,600,750,1,1,0,2,2,15,23,North,Penthouse,Semi-Furnished,1,1,1,0,1,0,1,1,1,1,30,0,0,26.8558,81.0009,3855618
Delhi,Connaught Place,1749,2098,2622,4,5,2,1,6,7,10,South,Apartment,Unfurnished,0,0,1,0,0,1,1,1,1,1,20,0,0,28.6017,77.1948,70863296
Nellore,Harnathapuram,1233,1479,1848,3,3,1,1,8,15,24,West,Apartment,Unfurnished,0,1,1,1,1,0,1,1,1,1,30,0,0,14.3907,79.9891,10120128
Hyderabad,Secunderabad,1133,1359,1698,3,2,1,0,1,7,23,East,Apartment,Unfurnished,0,0,1,0,0,0,1,1,1,1,40,1,1,17.412,78.4154,8448922
Eluru,Eluru Bypass,1285,1542,1927,3,4,1,0,1,7,14,North,Apartment,Semi-Furnished,0,1,1,0,0,1,0,1,1,1,60,0,0,16.6876,81.1882,6154142
Chennai,Velachery,1505,1806,2257,4,4,3,1,2,3,21,North,Villa,Semi-Furnished,0,0,1,0,0,0,0,1,1,0,30,0,0,13.0463,80.3305,22709421
Kurnool,Joharapuram,363,435,543,1,1,3,0,3,4,22,East,Penthouse,Semi-Furnished,1,1,1,1,0,1,0,1,1,0,30,0,1,15.8101,78.1273,2094930
Lucknow,Hazratganj,768,921,1151,2,2,2,1,9,15,17,North,Builder Floor,Fully Furnished,1,1,1,1,0,0,1,1,1,1,40,0,0,26.7843,81.0252,11778113
Vizianagaram,KL Puram,785,942,1177,2,2,1,0,9,10,12,East,Apartment,Unfurnished,1,1,1,0,1,1,0,1,1,1,60,0,1,18.0928,83.3543,3884746
Kakinada,Pithapuram Road,1237,1484,1855,3,3,2,1,2,2,21,North,Villa,Semi-Furnished,1,0,1,1,0,1,1,0,1,1,40,0,0,16.9945,82.2399,7071654
Bangalore,Indiranagar,1963,2355,2943,5,5,1,2,7,10,13,North,Builder Floor,Fully Furnished,1,1,1,0,0,0,1,1,1,1,40,0,0,13.0138,77.6204,49809050
Tirupati,TUDA Layout,968,1161,1451,2,2,1,2,3,4,11,South,Apartment,Semi-Furnished,1,0,0,0,0,1,1,1,1,1,20,0,0,13.6729,79.43,8400243
Jaipur,Jagatpura,591,709,886,1,2,2,1,9,15,17,South,Apartment,Semi-Furnished,0,0,1,0,0,1,0,1,1,1,40,0,0,26.9787,75.7909,3009256
Kakinada,Bhanugudi Junction,429,514,642,1,2,1,1,10,30,18,North,Apartment,Fully Furnished,1,1,1,0,1,0,1,1,1,0,40,0,0,16.8741,82.1739,3548613
Kurnool,Nandyal Road,715,858,1072,2,3,0,1,2,4,16,West,Apartment,Unfurnished,1,1,1,0,0,0,1,1,1,1,60,0,0,15.7638,77.9831,4480451
Kadapa,RIMS Area,713,855,1068,2,2,1,2,21,30,25,West,Apartment,Unfurnished,1,1,1,1,1,1,1,1,1,0,40,0,0,14.4291,78.8418,4495215
Anantapur,Raju Road,1289,1546,1932,3,3,1,1,3,30,21,East,Apartment,Unfurnished,1,1,1,1,1,0,1,1,1,1,40,0,1,14.7308,77.5244,6387902
Kakinada,Bhanugudi Junction,1359,1630,2037,3,3,1,1,12,15,24,West,Apartment,Semi-Furnished,1,0,0,0,0,0,1,1,1,0,30,0,0,17.007,82.3169,9090703
Ahmedabad,Ghatlodia,1193,1431,1788,3,3,2,1,1,4,18,South,Apartment,Semi-Furnished,1,0,1,0,0,1,0,1,1,1,60,0,0,23.0359,72.5502,7030169
Eluru,Vatluru,925,1110,1387,2,2,2,2,5,7,19,West,Apartment,Unfurnished,1,1,1,0,0,1,1,1,1,0,60,0,0,16.6895,81.0616,3135628
Guntur,Lakshmipuram,1721,2065,2581,4,4,1,2,5,15,23,East,Apartment,Unfurnished,0,1,1,1,0,1,1,1,1,0,20,0,1,16.2818,80.4926,14112026
Visakhapatnam,Gajuwaka,738,885,1106,2,2,1,1,16,20,5,South,Apartment,Unfurnished,1,1,1,1,1,1,1,1,1,0,40,0,0,17.7469,83.2552,7389171
Delhi,Dwarka,1363,1635,2043,3,4,2,0,1,7,9,West,Apartment,Unfurnished,1,1,1,0,0,1,1,1,1,1,40,0,0,28.5812,77.1629,27997490
Pune,Kothrud,565,678,847,1,1,0,1,8,10,22,South,Apartment,Semi-Furnished,1,1,1,0,0,0,0,1,1,1,30,0,0,18.4317,73.8707,6433340
Bangalore,Electronic City,1665,1998,2497,4,4,1,1,3,10,4,South,Apartment,Unfurnished,1,0,1,0,0,0,0,1,1,0,30,0,0,12.9565,77.5895,15982377
Kadapa,Ravindra Nagar,543,651,813,1,1,1,2,7,7,15,South,Apartment,Fully Furnished,1,1,1,0,0,0,1,1,1,0,60,0,0,14.4171,78.8568,3217760
Visakhapatnam,Seethammadhara,1752,2102,2627,4,5,2,0,24,30,1,East,Apartment,Semi-Furnished,1,1,1,1,1,1,1,0,1,1,40,0,1,17.6197,83.148,33471524
Kurnool,Nandyal Road,986,1183,1478,2,2,1,0,1,15,9,East,Apartment,Semi-Furnished,1,0,1,0,1,1,1,1,1,1,30,0,1,15.7812,78.0276,7011077
Chennai,OMR,1998,2397,2996,5,6,0,2,1,15,19,South,Apartment,Fully Furnished,1,0,1,1,1,0,1,1,1,0,30,0,0,13.0264,80.3855,19886605
Kadapa,RIMS Area,426,511,638,1,1,2,1,2,4,23,North,Apartment,Semi-Furnished,1,1,0,0,0,1,1,1,0,0,30,0,0,14.4109,78.8289,2342176
Visakhapatnam,Madhurawada,592,710,887,1,1,1,0,36,40,15,North,Apartment,Semi-Furnished,1,1,0,1,0,1,0,1,1,1,40,1,0,17.7509,83.2267,6296909
Chennai,Velachery,1228,1473,1841,3,3,1,2,1,10,11,East,Apartment,Unfurnished,1,1,1,0,0,1,0,1,1,1,40,1,1,13.0535,80.3174,18188977
Lucknow,Aliganj,1769,2122,2652,4,3,1,2,3,7,20,East,Apartment,Unfurnished,0,1,1,0,0,1,1,0,1,0,30,0,1,26.7833,80.893,10643496
Eluru,Powerpet,574,688,860,1,1,2,0,8,10,18,West,Apartment,Unfurnished,1,1,0,0,1,0,1,1,1,0,40,0,0,16.7478,81.0858,2685530
Chennai,Velachery,1332,1598,1997,3,3,2,1,19,30,21,West,Builder Floor,Semi-Furnished,1,1,1,1,1,1,1,0,0,1,20,1,0,13.0756,80.2674,17964010
Pune,Kothrud,826,991,1238,2,2,0,1,2,10,5,North,Apartment,Fully Furnished,1,1,1,0,1,1,1,1,1,0,20,0,0,18.4394,73.9122,13321388
Anantapur,Kalyandurg Road,884,1060,1325,2,1,3,0,6,10,5,North,Apartment,Semi-Furnished,1,0,1,0,0,0,1,1,1,1,30,0,0,14.678,77.6068,4290989
Kadapa,Ravindra Nagar,587,704,880,1,1,2,0,5,15,21,South,Apartment,Semi-Furnished,1,1,0,1,0,1,1,1,1,0,80,0,0,14.4484,78.8045,3022385
Tirupati,Bairagipatteda,878,1053,1316,2,2,2,2,3,7,7,West,Apartment,Unfurnished,1,0,1,0,0,0,1,0,1,1,40,0,0,13.6762,79.3284,7123299
Nellore,Harnathapuram,1724,2068,2585,4,3,1,1,2,2,22,East,Villa,Semi-Furnished,1,0,0,0,0,1,0,1,1,1,60,0,1,14.3853,80.015,16085168
Lucknow,Indira Nagar,708,849,1061,2,2,2,1,2,2,24,North,Villa,Fully Furnished,1,0,1,1,0,0,1,1,1,0,40,0,0,26.8276,80.941,7239186
Visakhapatnam,Seethammadhara,1176,1411,1763,3,3,2,2,1,7,23,South,Penthouse,Semi-Furnished,1,1,1,1,0,1,0,1,1,1,40,1,0,17.7734,83.2343,22585550
Lucknow,Gomti Nagar,815,978,1222,2,1,0,1,2,10,3,South,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,1,30,0,0,26.8378,80.9406,9970367
Mumbai,South Mumbai,738,885,1106,2,2,2,2,9,10,0,South,Apartment,Unfurnished,1,1,1,0,0,1,1,1,1,0,40,0,0,19.0719,72.8439,82884262
Kadapa,RIMS Area,1112,1334,1667,3,4,3,0,7,10,22,North,Apartment,Fully Furnished,1,1,1,0,1,0,1,1,1,1,40,0,0,14.4274,78.8831,7879468
Bangalore,Electronic City,768,921,1151,2,1,2,0,1,4,15,North,Apartment,Fully Furnished,1,1,1,0,0,1,0,1,1,1,60,0,0,12.9903,77.6217,7068418
Bangalore,Koramangala,455,546,682,1,1,2,2,7,7,14,West,Apartment,Fully Furnished,0,1,1,0,0,1,1,1,1,1,30,0,0,12.9736,77.6154,9776921
Kolkata,Tollygunge,1586,1903,2378,4,4,1,2,3,15,25,North,Apartment,Fully Furnished,1,1,1,1,1,1,1,1,1,0,30,0,0,22.5941,88.3008,16405150
Jaipur,Vaishali Nagar,700,840,1050,2,3,2,1,10,20,15,West,Apartment,Unfurnished,1,1,1,1,1,0,1,1,1,1,40,0,0,26.9262,75.7409,5375205
Hyderabad,Jubilee Hills,763,915,1143,2,1,0,1,4,4,11,West,Apartment,Semi-Furnished,1,1,1,0,0,1,0,1,1,1,60,0,0,17.3979,78.4872,18457265
Lucknow,Charbagh,1288,1545,1931,3,4,2,1,9,20,13,North,Apartment,Semi-Furnished,0,1,0,1,1,1,0,0,1,1,30,0,0,26.8205,80.9505,8040195
Guntur,Gorantla,701,841,1051,2,1,0,0,5,7,1,South,Apartment,Semi-Furnished,1,1,1,0,0,1,1,1,1,1,20,0,0,16.276,80.4482,4763192
Vijayawada,Gollapudi,1359,1630,2037,3,4,1,2,5,15,0,East,Apartment,Unfurnished,1,1,1,0,0,1,1,1,1,0,30,0,1,16.5893,80.6287,10221549
Kurnool,C-Camp,827,992,1240,2,3,1,1,13,20,19,East,Apartment,Unfurnished,1,0,1,1,0,0,1,1,1,1,30,0,1,15.8583,78.0356,5992904
Mumbai,Borivali,1127,1352,1690,3,4,0,1,33,40,3,North,Apartment,Semi-Furnished,0,1,0,1,0,0,1,1,1,1,40,0,0,19.116,72.8718,44513851
Anantapur,Maruthi Nagar,844,1012,1265,2,2,1,0,7,15,1,East,Apartment,Semi-Furnished,1,1,0,0,0,1,1,1,1,1,60,0,1,14.6121,77.6326,6147727
Kadapa,Co-operative Colony,753,903,1128,2,1,3,1,1,7,2,South,Penthouse,Semi-Furnished,1,0,1,0,0,1,0,1,1,0,30,0,0,14.5522,78.8293,7896791
Ahmedabad,Prahlad Nagar,815,978,1222,2,2,1,2,7,7,25,East,Builder Floor,Unfurnished,1,1,1,0,0,1,0,1,0,1,40,0,1,22.9797,72.5691,6672152
Rajahmundry,Lala Cheruvu,1552,1862,2327,4,4,1,1,10,10,18,South,Apartment,Unfurnished,1,1,1,0,1,1,1,1,1,1,30,1,0,17.0021,81.7982,8935576
Chennai,Anna Nagar,968,1161,1451,2,2,0,2,18,40,2,South,Apartment,Unfurnished,1,0,1,1,1,1,1,1,1,1,30,0,0,13.1069,80.2796,20721411
Eluru,Eluru Bypass,860,1032,1290,2,1,0,1,3,4,18,East,Apartment,Fully Furnished,1,1,1,0,0,0,0,1,1,1,30,1,1,16.668,81.1212,4260332
Anantapur,Rudrampeta,930,1116,1395,2,3,1,0,1,1,0,South,Villa,Fully Furnished,1,0,1,1,0,0,1,1,1,1,60,0,0,14.6858,77.6481,7199337
Bangalore,Jayanagar,1112,1334,1667,3,3,3,0,2,2,0,North,Villa,Semi-Furnished,1,0,1,1,0,1,0,1,1,0,60,0,0,13.0354,77.577,30165097
Mumbai,Bandra,740,888,1110,2,2,3,1,4,4,23,West,Builder Floor,Unfurnished,1,1,0,0,0,1,0,0,1,1,30,0,0,19.1351,72.8657,40745725
Rajahmundry,Lala Cheruvu,476,571,713,1,1,1,2,5,7,10,East,Apartment,Semi-Furnished,1,1,1,0,0,1,1,1,1,1,60,0,1,16.9593,81.7849,2985306
Kolkata,Rajarhat,1643,1971,2463,4,5,1,0,4,20,23,West,Apartment,Fully Furnished,0,1,1,0,0,1,1,1,0,1,40,0,0,22.5953,88.4714,13375486
Anantapur,Rudrampeta,2077,2492,3115,5,5,1,1,4,4,14,East,Apartment,Fully Furnished,1,1,1,0,0,1,0,1,1,1,30,0,1,14.6359,77.6282,10598570
Bangalore,Jayanagar,889,1066,1332,2,2,1,1,4,4,14,West,Apartment,Unfurnished,1,0,1,0,0,1,1,0,1,0,60,0,0,12.9523,77.5429,15539066
Chennai,T Nagar,805,966,1207,2,2,2,1,1,20,18,East,Builder Floor,Semi-Furnished,1,0,1,1,0,1,1,0,1,0,20,0,1,12.9935,80.3275,17205598
Chennai,Adyar,1140,1368,1710,3,4,0,1,1,4,21,West,Apartment,Semi-Furnished,1,1,1,0,0,1,1,0,1,0,30,0,0,13.0716,80.2563,20888742
Kakinada,Bhanugudi Junction,966,1159,1448,2,1,2,2,16,20,0,East,Apartment,Unfurnished,1,1,1,0,1,0,1,0,1,0,30,0,1,17.0127,82.2397,8966291
Kolkata,New Town,850,1020,1275,2,3,1,2,17,30,23,East,Apartment,Semi-Furnished,1,0,1,1,1,0,1,1,1,1,40,1,1,22.6108,88.3852,9899267
Nellore,Harnathapuram,974,1168,1460,2,3,1,0,4,7,4,East,Apartment,Semi-Furnished,0,1,0,0,0,0,0,1,1,0,30,0,1,14.4373,79.9356,8584084
Bangalore,Jayanagar,929,1114,1392,2,1,2,1,9,40,9,West,Apartment,Semi-Furnished,1,0,1,0,1,0,1,1,1,0,40,0,0,12.9916,77.6253,19302802
Mumbai,Borivali,772,926,1157,2,2,1,0,6,10,14,West,Apartment,Fully Furnished,1,1,1,0,0,1,1,1,0,0,40,1,0,19.0937,72.9188,29659397
Delhi,Connaught Place,1192,1430,1787,3,3,1,1,2,2,3,North,Villa,Semi-Furnished,1,0,0,0,0,0,1,1,0,1,60,1,0,28.7039,77.219,71006499
Kurnool,Budhavarapeta,738,885,1106,2,1,3,2,12,20,15,West,Apartment,Semi-Furnished,0,1,1,0,0,0,1,1,1,0,60,1,0,15.7239,77.9738,4139669
Anantapur,Kalyandurg Road,764,916,1145,2,2,2,2,4,4,23,South,Apartment,Semi-Furnished,1,1,0,0,0,0,1,1,1,1,60,0,0,14.6341,77.5409,3057336
Rajahmundry,Innespeta,1535,1842,2302,4,4,1,1,15,15,13,West,Apartment,Semi-Furnished,1,1,0,0,1,1,1,1,0,1,40,0,0,16.9238,81.868,11741895
Guntur,Pattabhipuram,1358,1629,2036,3,3,1,1,2,2,15,East,Villa,Semi-Furnished,1,0,1,1,0,0,0,1,1,1,30,0,1,16.2937,80.4043,11927466
Vijayawada,Moghalrajpuram,430,516,645,1,1,0,1,1,4,14,South,Apartment,Unfurnished,1,1,1,0,0,1,1,1,1,0,30,0,0,16.5191,80.631,5434677
Rajahmundry,Morampudi,970,1164,1455,2,3,1,0,3,4,0,South,Apartment,Semi-Furnished,1,1,0,0,0,1,0,1,1,0,20,0,0,17.0217,81.8591,6377056
Visakhapatnam,Madhurawada,752,902,1127,2,2,2,0,24,30,13,East,Apartment,Semi-Furnished,0,0,0,0,1,1,1,1,0,0,80,0,1,17.7537,83.218,7429182
Vizianagaram,KL Puram,916,1099,1373,2,2,2,1,12,15,25,North,Builder Floor,Fully Furnished,1,1,1,0,1,0,1,1,1,0,30,0,0,18.1393,83.4494,4370641
Kadapa,Nagarajupet,892,1070,1337,2,3,1,1,15,15,21,East,Builder Floor,Semi-Furnished,1,1,1,0,0,1,1,1,1,1,60,0,1,14.4027,78.8958,5858768
Lucknow,Indira Nagar,757,908,1135,2,3,2,2,2,15,0,West,Apartment,Unfurnished,0,1,1,0,0,1,1,1,1,1,40,0,0,26.8203,80.9442,7158901
Hyderabad,Jubilee Hills,2160,2592,3240,5,5,1,2,6,7,1,North,Builder Floor,Semi-Furnished,1,1,1,0,0,0,1,1,1,1,40,0,0,17.1995,78.4873,59833648
Guntur,Arundelpet,793,951,1188,2,1,0,1,9,15,22,West,Penthouse,Semi-Furnished,1,1,1,1,1,0,1,1,1,0,30,0,0,16.3289,80.3744,10330876
Nellore,Magunta Layout,841,1009,1261,2,2,2,1,12,30,13,East,Apartment,Semi-Furnished,1,1,0,1,1,1,1,1,1,0,40,1,1,14.4127,80.0133,8531204
Anantapur,Housing Board Colony,1126,1351,1688,3,3,1,1,1,1,23,North,Villa,Semi-Furnished,1,0,1,1,0,0,1,1,1,0,20,1,0,14.6505,77.5993,7446754
Guntur,Gorantla,963,1155,1443,2,2,1,1,10,10,1,North,Apartment,Semi-Furnished,1,0,1,0,0,0,1,1,1,0,30,1,0,16.3989,80.424,6166170
Kurnool,Nandyal Road,790,948,1185,2,2,2,2,3,4,4,West,Apartment,Semi-Furnished,1,1,1,0,0,0,0,1,1,0,40,0,0,15.7595,77.9613,5418164
Anantapur,Kalyandurg Road,852,1022,1277,2,3,0,0,33,40,25,West,Apartment,Unfurnished,1,1,1,0,0,0,1,1,1,1,20,0,0,14.7115,77.5731,3169641
Kakinada,Sarpavaram,1191,1429,1786,3,2,2,1,7,30,19,South,Apartment,Unfurnished,0,0,1,1,0,1,0,1,1,0,30,0,0,16.9081,82.1781,5944003
Bangalore,Electronic City,739,886,1107,2,3,2,1,3,7,16,West,Apartment,Fully Furnished,1,1,0,0,0,1,1,1,1,0,20,0,0,12.9186,77.5866,6551096
Nellore,Podalakur Road,384,460,575,1,1,2,0,5,7,10,South,Apartment,Semi-Furnished,0,1,1,0,0,0,1,1,1,0,30,0,0,14.3925,80.0125,1822873
Vizianagaram,KL Puram,1344,1612,2015,3,2,2,1,11,40,6,North,Apartment,Unfurnished,0,0,1,0,0,0,1,1,1,0,30,0,0,18.0912,83.4467,6797349
Rajahmundry,Lala Cheruvu,912,1094,1367,2,2,2,1,7,7,16,South,Apartment,Semi-Furnished,0,1,1,0,0,1,1,1,1,1,30,0,0,16.8971,81.8076,4778460
